"","new_time","mon_PT_","2091437","2093013","2024014","2093007"
"242",2019-07-15 23:15:00,NA,2.75826929,3.3108097416,3.2268403332,3.221238024
"243",2019-07-15 23:30:00,NA,2.7588097416,3.3108403332,3.227238024,3.219614646
"244",2019-07-15 23:45:00,NA,2.7558403332,3.308238024,3.228614646,3.2199001676
"245",2019-07-16 00:00:00,NA,2.756238024,3.312614646,3.2289001676,3.2230123368
"246",2019-07-16 00:15:00,NA,2.757614646,3.3129001676,3.2290123368,3.2190436028
"247",2019-07-16 00:30:00,NA,2.7579001676,3.3130123368,3.2280436028,3.2219824196
"248",2019-07-16 00:45:00,NA,2.7580123368,3.3090436028,3.2279824196,3.2178199388
"249",2019-07-16 01:00:00,NA,2.7570436028,3.3089824196,3.2268199388,3.2177077696
"250",2019-07-16 01:15:00,NA,2.7569824196,3.3078199388,3.2297077696,3.22326929
"251",2019-07-16 01:30:00,NA,2.7528199388,3.3107077696,3.22926929,3.2199531768
"252",2019-07-16 01:45:00,NA,2.7527077696,3.31026929,3.2289531768,3.2228512048
"253",2019-07-16 02:00:00,NA,2.74926929,3.3099531768,3.2288512048,3.2234834312
"254",2019-07-16 02:15:00,NA,2.7489531768,3.3128512048,3.2324834312,3.2272686156
"255",2019-07-16 02:30:00,NA,2.7518512048,3.3134834312,3.2302686156,3.2267587556
"256",2019-07-16 02:45:00,NA,2.7494834312,3.3112686156,3.2297587556,3.2269525024
"257",2019-07-16 03:00:00,NA,2.7532686156,3.3137587556,3.2299525024,3.2293100788
"258",2019-07-16 03:15:00,NA,2.7527587556,3.3109525024,3.2293100788,3.2263304732
"259",2019-07-16 03:30:00,NA,2.7499525024,3.3073100788,3.2293304732,3.2226880496
"260",2019-07-16 03:45:00,NA,2.7493100788,3.3103304732,3.2286880496,3.2256370636
"261",2019-07-16 04:00:00,NA,2.7463304732,3.3066880496,3.2316370636,3.225402528
"262",2019-07-16 04:15:00,NA,2.7486880496,3.3126370636,3.231402528,3.2255860776
"263",2019-07-16 04:30:00,NA,2.7486370636,3.309402528,3.2285860776,3.2256676552
"264",2019-07-16 04:45:00,NA,2.748402528,3.3125860776,3.2286676552,3.22601436
"265",2019-07-16 05:00:00,NA,2.7485860776,3.3126676552,3.23201436,3.2290551488
"266",2019-07-16 05:15:00,NA,2.7576676552,3.31001436,3.2290551488,3.229422248
"267",2019-07-16 05:30:00,NA,2.74901436,3.3100551488,3.232422248,3.2310436028
"268",2019-07-16 05:45:00,NA,2.7520551488,3.310422248,3.2340436028,3.2303603904
"269",2019-07-16 06:00:00,NA,2.755422248,3.3120436028,3.2333603904,3.2279926168
"270",2019-07-16 06:15:00,NA,2.7540436028,3.3143603904,3.2339926168,3.2313393216
"271",2019-07-16 06:30:00,NA,2.7533603904,3.3089926168,3.2313393216,3.2290939144
"272",2019-07-16 06:45:00,NA,2.7539926168,3.3123393216,3.2320939144,3.2336438888
"273",2019-07-16 07:00:00,NA,2.7543393216,3.3100939144,3.2336438888,3.2350511024
"274",2019-07-16 07:15:00,NA,2.7550939144,3.3146438888,3.2380511024,3.235285638
"275",2019-07-16 07:30:00,NA,2.7536438888,3.3130511024,3.232285638,3.2337030488
"276",2019-07-16 07:45:00,NA,2.7580511024,3.310285638,3.2337030488,3.2331931888
"277",2019-07-16 08:00:00,NA,2.758285638,3.3087030488,3.2331931888,3.232242826
"278",2019-07-16 08:15:00,NA,2.7567030488,3.3081931888,3.232242826,3.2332523488
"279",2019-07-16 08:30:00,NA,2.7591931888,3.310242826,3.2332523488,3.2317105484
"280",2019-07-16 08:45:00,NA,2.761242826,3.3082523488,3.2347105484,3.233619448
"281",2019-07-16 09:00:00,NA,2.7592523488,3.3067105484,3.230619448,3.2331993396
"282",2019-07-16 09:15:00,NA,2.7637105484,3.305619448,3.2331993396,3.2327914516
"283",2019-07-16 09:30:00,NA,2.756619448,3.3051993396,3.2327914516,3.2338111716
"284",2019-07-16 09:45:00,NA,2.7651993396,3.3047914516,3.2308111716,3.2322183852
"285",2019-07-16 10:00:00,NA,2.7617914516,3.3088111716,3.2322183852,3.232972978
"286",2019-07-16 10:15:00,NA,2.7598111716,3.3042183852,3.229972978,3.2306154016
"287",2019-07-16 10:30:00,NA,2.7612183852,3.301972978,3.2246154016,3.2312068392
"288",2019-07-16 10:45:00,NA,2.758972978,3.3056154016,3.2282068392,3.2310232896
"289",2019-07-16 11:00:00,NA,2.7566154016,3.3032068392,3.2250232896,3.2275950072
"290",2019-07-16 11:15:00,NA,2.7542068392,3.3030232896,3.2245950072,3.2338785056
"291",2019-07-16 11:30:00,NA,2.7540232896,3.2995950072,3.2308785056,3.2334889888
"292",2019-07-16 11:45:00,NA,2.7535950072,3.2998785056,3.2304889888,3.2260430096
"293",2019-07-16 12:00:00,NA,2.7508785056,3.3054889888,3.2260430096,3.2304685944
"294",2019-07-16 12:15:00,NA,2.7564889888,3.2980430096,3.2274685944,3.2353244848
"295",2019-07-16 12:30:00,NA,2.7490430096,3.3024685944,3.2293244848,3.2288962024
"296",2019-07-16 12:45:00,NA,2.7534685944,3.3043244848,3.2258962024,3.235597786
"297",2019-07-16 13:00:00,NA,2.7523244848,3.3008962024,3.229597786,3.228620878
"298",2019-07-16 13:15:00,NA,2.7488962024,3.301597786,3.225620878,3.2328629132
"299",2019-07-16 13:30:00,NA,2.752597786,3.300620878,3.2268629132,3.2332993696
"300",2019-07-16 13:45:00,NA,2.751620878,3.2988629132,3.2272993696,3.235869064
